num	attraction	latitude	longitude
560	Tooting Bec Lido	51.4314844	-0.1388495
561	Loftus Road Stadium	51.5099544	-0.232174
562	Bimber Distillery	51.525927	-0.2645734
563	Old Compton Street	51.5073509	-0.1277583
564	St. John's Smith Square	51.49570180000001	-0.1269987
565	Greenwich Theatre	51.477103	-0.0058666
566	Opera Holland Park	51.4993829	-0.1976709
567	Rich Mix	51.5243644	-0.0733104
568	Little Angel Theatre	51.5387508	-0.1013714
569	Queen's Chapel of the Savoy	51.5104912	-0.1198359
570	Berkeley Square	51.50928469999999	-0.1446922
571	Ealing	51.5073509	-0.1277583
572	St Mary Aldermanbury Garden	51.51673690000001	-0.09288189999999999
573	Lambeth Bridge	51.5073509	-0.1277583
574	Wanstead Park	51.5712164	0.03025
575	Hanwell Zoo	51.5125031	-0.3473688
576	Stepney City Farm	51.517287	-0.0426262
577	Hayward Gallery	51.50608099999999	-0.116304
578	Nomadic Community Garden	51.5226887	-0.067399
579	London Fields Park	51.5422923	-0.06151
580	Saint Marylebone Parish Church	51.52280090000001	-0.1524292
581	St Olave's Church	51.51103860000001	-0.0794772
582	WIlliam Wallace Memorial	51.5167628	-0.0986751
583	Royal Academy of Music Museum	51.5232611	-0.1516238
584	Curzon Mayfair	51.506563	-0.1479782
585	Paddington Waterside	51.5192816	-0.1777402
586	Coram's Fields	51.5242833	-0.120206
587	White Cube Gallery	51.4993517	-0.0822844
588	Saint Bartholomew's Hospital Museum	51.5167628	-0.0986751
589	Streatham Common	51.4255978	-0.1308087
590	Still Water Horse Head Statue	51.5131099	-0.1589148
591	The Wild Card Brewery	51.58395700000001	-0.008728
592	Christopher Wren's Temple Bar	41.5879843	-93.629061
593	Buxton Memorial Fountain	51.4974251	-0.1258648
594	Piccadilly Arcade	51.5078684	-0.1379502
595	House of Illustration	51.535684	-0.1239205
596	Stephens House & Gardens	51.5969203	-0.1965206
597	Festival Pier	51.5071591	-0.1154858
598	Holy Trinity Brompton Church	51.4983205	-0.1659935
599	Southwark Bridge	51.5073509	-0.1277583
600	Trinity Buoy Wharf	51.5080632	0.0083389
601	Michelin House	51.4931241	-0.1684821
602	Woodberry Wetlands	51.5662171	-0.0848934
603	The London Theatre	51.4756546	-0.0301695
604	Duke of Wellington Statue	51.5034719	-0.1516708
605	Hertford House	51.5174543	-0.153022
606	Swiss Glockenspiel	51.5105977	-0.129599
607	Business Design Centre	51.5357196	-0.1058969
608	Piccadilly Theater	51.520875	-0.108927
609	The Diana Princess of Wales Memorial Walk	51.5073509	-0.1277583
610	Royal Institute of British Architects	51.52117399999999	-0.1450989
611	The Meeting Place Statue, St. Pancras Station	51.531427	-0.126133
612	ISKCON-London	51.5158157	-0.1327685
613	Lloyd Park	51.5903964	-0.018371
614	All Saints Margaret Street	51.5172444	-0.1389421
615	Holy Trinity Sloane Square	51.49353720000001	-0.1579578
616	Peace Pagoda	51.4791075	-0.1564981
617	Discover Children’s Story Centre	51.5390357	-0.0001376
618	Museum of Happiness	51.5398334	-0.1444979
619	Camley Street Natural Park	51.5355006	-0.127648
620	Brockley Jack Studio Theatre	51.453499	-0.038342
621	Bevis Marks Synagogue	51.51506999999999	-0.0796181
825	Clerkenwell	51.5073509	-0.1277583
622	Royal Institution of Great Britain	51.509604	-0.1421572
623	Copper Box Arena	51.5444079	-0.0200825
624	Ben Uri Gallery and Museum, London: Art, Identity, Migration	51.5375385	-0.1853433
625	Wellington Barracks	51.4993725	-0.1369822
626	Charles I Statue	51.508039	-0.128069
627	National Firefighters Memorial	51.5131492	-0.0984477
628	Essex Street Brewery	51.5129362	-0.1130257
629	Crimean War Memorial	51.5071476	-0.1326253
630	Temple Bar Memorial	51.51421999999999	-0.1081082
631	Vertical Chill	51.51118659999999	-0.1221311
632	Alexander Fleming Laboratory Museum	51.5173483	-0.1742553
633	The Tabernacle	51.5170708	-0.2019194
634	Canada Place	51.5049489	-0.0195006
635	Church of the Immaculate Conception	51.5098299	-0.1490017
636	St. Lawrence Jewry	51.515341	-0.09241819999999999
637	Threadneedle Street	51.5141187	-0.08626869999999999
638	Southwark Park	51.4982345	-0.04599210000000001
639	Stoke Newington	51.5596758	-0.07937
640	The London Fire Brigade Museum	51.5007386	-0.0985877
641	Dalston Eastern Curve Garden	51.5464759	-0.07417739999999999
642	Hyde Park Corner	51.5104812	-0.1319138
643	St James's Roman Catholic Church	51.51831259999999	-0.1528077
644	Wardour Street	51.5073509	-0.1277583
645	Notting Hill Coronet	51.5090728	-0.196534
646	Hackney City Farm	51.5317259	-0.06651
647	Newham City Farm	51.512165	0.0465256
648	Hogarth's House	51.4882184	-0.2497453
649	Old Hampstead Village	51.5073509	-0.1277583
650	St. Mary le Strand	51.51206639999999	-0.1167761
651	Brixton Windmill (Ashby's Mill)	51.453221	-0.123835
652	Ranger's House	51.4734415	-0.00167
653	The Four Bronze Horses of Helios	51.5088407	-0.1320137
654	Crystal Palace Museum	51.4186537	-0.07493169999999999
655	Tooting Common	51.4306818	-0.1406429
656	Clapham	51.4646608	-0.1347722
657	Ealing Broadway Shopping Centre	51.51324	-0.3044971
658	Notre Dame de France	51.5112923	-0.1302325
659	Bargehouse, Oxo Tower Wharf	51.5083466	-0.1082782
660	MCC Cricket Museum	51.52983099999999	-0.1721564
661	Canada Memorial	51.5039038	-0.1438567
662	Maida Vale	51.5073509	-0.1277583
663	Docklands	51.5073509	-0.1277583
664	High Holborn	51.5166461	-0.1231648
665	Garden Museum	51.4951387	-0.1208425
666	Chelsea Bridge	51.5073509	-0.1277583
667	Burberry Factory Shop	51.5464418	-0.0511967
668	Royal Victoria Dock and Bridge	51.5073509	-0.1277583
669	Jewel Tower	51.4983821	-0.125758
670	3 Savile Row	51.5104329	-0.139663
671	Rivoli Ballroom	51.4552154	-0.03716469999999999
672	Canary Wharf Tower	51.5046574	-0.024007
673	Kennington Park	51.486112	-0.108178
674	Girl with a Dolphin Fountain	51.5064438	-0.0737951
675	Walpole Park	51.5086871	-0.3095696
676	Greenwich Peninsula Ecology Park	51.4956603	0.0160168
677	58 Gin	51.5547305	-0.06686539999999999
678	Kindertransport-The Arrival Memorial	51.51875159999999	-0.0814374
679	Brockwell Park Walled Garden	51.4545416	-0.1025253
680	Guard's Division Memorial	51.5017638	-0.1291079
681	A Complete History of London Show	51.50289	-0.076898
682	London School of Economics	51.5135002	-0.1166684
683	Millfield Theatre	51.6161043	-0.07574499999999999
684	Greyfriars Passage	51.5156949	-0.0999249
685	Landor Theatre	51.4659945	-0.1250528
686	Marylebone Farmers' Market	51.5198027	-0.1526287
687	Queen's Park	51.5358476	-0.2110506
688	Migration Museum at The Workshop	51.49267159999999	-0.1203102
689	ATP World Tour Finals	51.503038	0.0031543
690	The Institution of Civil Engineers Visitor Centre	51.5009746	-0.1290707
691	Duke Of York Column	51.5071476	-0.1326253
692	St Patrick's Church	51.5154684	-0.1311817
693	Cable Street Mural	51.511034	-0.058727
694	Rolling Bridge	51.5184941	-0.1732137
695	St. George's Church	51.5137396	-0.1433464
696	Street Food Union - Rupert Street SOHO	51.5119763	-0.1335748
697	St John's Gate	51.5213613	-0.1023156
698	Pineapple Dance Studios	51.5133866	-0.1252882
699	Nelson Mandela Statue	51.5005396	-0.1275137
700	The Kernel Brewery	51.4957477	-0.0685276
701	House of Vans	51.5005901	-0.1141531
702	Charlton House	51.4806574	0.0371372
703	King George VI Memorial	51.50545040000001	-0.1318679
704	Butler's Wharf	51.5033639	-0.073751
705	Down Street	51.5120342	-0.1215943
706	East End	51.5073509	-0.1277583
707	Paddington Green and St. Mary's Churchyard	51.4934167	-0.1030926
708	The Memorial Gates	51.5039038	-0.1438567
709	Winchester Palace	51.5071117	-0.0919489
710	New Beckton Park	51.5116989	0.0587237
711	The Guild Church of ST Mary Aldermary	51.5126914	-0.0935341
712	Wandsworth Common	51.4506877	-0.172478
713	Rolle Therapy	51.5150815	-0.1878753
714	Gift Horse on the Fourth Plinth	51.5078478	-0.1291778
715	Bethnal Green	51.5073509	-0.1277583
716	The London Design Festival	51.4949783	-0.1841029
717	Hackney Museum	51.5443463	-0.0560018
718	Institute of Contemporary Arts	51.5064291	-0.1294822
719	Finborough Theatre	51.48617669999999	-0.1894849
720	Honourable Artillery Company	51.5229828	-0.08839509999999999
721	Old Red Lion Theatre	51.53145	-0.1059555
722	Notting Hill Carnival	51.51714579999999	-0.1510434
723	Paddington Street Garden	51.5206195	-0.1533759
724	Ravenscourt Park	51.4976478	-0.2363105
725	Charlton Athletic Football Club	51.48648559999999	0.0365429
726	Isokon Gallery	51.5512467	-0.161703
727	Bridewell Theatre	51.51374970000001	-0.1046485
728	31 Coventry Street	51.5102323	-0.1320701
729	Trinity House	51.5095581	-0.0759519
730	Watts' Memorial	51.5164002	-0.1017076
731	Sikorski Museum	51.5073509	-0.1277583
732	The House of St Barnabas	51.514992	-0.131407
733	Gordon Square	51.5218962	-0.1279597
734	I Can't Sing! - London Theatreland	51.5140982	-0.1405286
735	The Faraday Museum	51.509604	-0.1421572
736	Wellington Monument (Achille's Statue)	51.50303	-0.15242
737	Bloomsbury Farmers Market	51.5223534	-0.129849
738	Island Gardens	51.4869189	-0.0091054
739	Chelsea Old Church	51.4830451	-0.1709472
740	Hoxton Hall	51.5317655	-0.0800497
741	University of London	51.5210743	-0.1287353
742	HM Treasury	51.5017638	-0.1291079
743	London Beer Lab	51.4633772	-0.1162355
744	Walthamstow Wetlands	51.5864584	-0.0524871
745	Admiral Beatty Memorial Fountain	51.508039	-0.128069
746	Mahatma Gandhi Statue	51.5005396	-0.1275137
747	Aldwych Tube Station	51.5116315	-0.1152973
748	Whitehall Palace	51.5045899	-0.1260055
749	Brown Hart Gardens	51.5145353	-0.151503
750	London Sewing Machine Museum	51.43599649999999	-0.1587482
751	Virgin Trains	51.5229378	-0.1308206
752	Queen Victoria Statue - Kensington	51.506987	-0.179165
753	Berwick Street Market	51.5141921	-0.1354155
754	Wood Street Indoor Market	51.588611	-0.00445
755	Grosvenor G Piccadilly Casino	51.51047819999999	-0.1319162
756	Joanna Rowsell's Gold Post Box - Cheam	51.3575278	-0.219694
757	Gallions Reach Shopping Park	51.51744559999999	0.07833200000000001
758	Kirkaldy Testing Museum	51.5058932	-0.1014731
759	Victoria Place	51.4945073	-0.1456432
760	Crystal Palace Food Market	51.41859729999999	-0.08297009999999999
761	Sydenham Hill Wood and Cox's Walk	51.4338452	-0.070223
762	St Luke’s Church	51.48960049999999	-0.1694082
763	Isle of Dogs	51.5073509	-0.1277583
764	Agatha Christie Memorial	51.5113583	-0.1283363
765	The Bob Hope Theatre	51.45	0.05060190000000001
766	St. Dunstan In The West	51.5142157	-0.1082528
767	Capital Ring	51.5073509	-0.1277583
768	West India Docks	51.5000961	-0.0104613
769	Sicilian Avenue	51.51837459999999	-0.1213358
770	Bush Theatre	51.5051409	-0.2259325
771	Hammersmith Bridge	51.44737310000001	-0.3043961000000001
772	Roupell Street	51.5045614	-0.1090747
773	Robert Peel Statue	51.5005396	-0.1275137
774	Cave	51.4902008	-0.1359771
775	Great Queen Street	51.5155659	-0.1210031
776	Oxleas Wood	51.4675022	0.0682708
777	Jewel House	51.5073509	-0.1277583
778	Archbishop's Park	51.4965488	-0.1157541
779	Boy David Memorial	51.5072682	-0.1657303
780	55 Broadway	51.4977567	-0.1345107
781	Grosvenor Casino St Giles	51.5171929	-0.1307146
782	Fitzrovia Chapel	51.518988	-0.138342
783	Gray's Inn	51.51918420000001	-0.1120867
784	Gagosian Gallery	51.5302534	-0.1178714
785	Jazz Cafe POSK	51.4934775	-0.2373929
786	Highgate Wood	51.58603	-0.147758
787	Equestrian Statue of George IV	51.508039	-0.128069
788	Clocktower Market	51.478924	-0.010256
789	St Giles-in-the-Fields Church	51.5152849	-0.1283995
790	Greenwich Heritage Centre	51.4943898	0.06919220000000001
791	Richmond Bridge	51.45491190000001	-0.3118565
792	GettyImages Gallery	51.51649519999999	-0.1399519
793	Aveqia	51.51479399999999	-0.1048222
794	Kensington Square	51.5073509	-0.1277583
795	Chestertons Polo in the Park	51.4689986	-0.2014554
796	Earl Haig Memorial	51.50468679999999	-0.1264517
797	Aldwych Area	51.5073509	-0.1277583
798	Camden Arts Center	51.55207249999999	-0.1801398
799	Dorich House Museum	51.4333502	-0.2630751
800	Exchange Square	51.51694999999999	-0.0809462
801	Cello Factory	51.5050351	-0.1108615
802	Prince George Statue	51.50468679999999	-0.1264517
803	The Guild Church of St. Margaret Pattens	51.5107659	-0.0828131
804	Maryon Wilson Animal Park	51.4843756	0.0461736
805	Sir John Betjeman Statue	51.531427	-0.126133
806	Wimbledon Windmill Museum	51.43694	-0.2319025
807	Southside House	51.4210198	-0.2268128
808	Chancery Lane	51.5073509	-0.1277583
809	Genting Casino Chinatown London	51.5127926	-0.1304865
810	Bruce Castle Museum	51.599108	-0.075367
811	The Grosvenor Victoria Casino London	51.5173217	-0.1655992
812	Puppet Theatre Barge	51.5212608	-0.1835473
813	Queen Elizabeth II Centre	51.50022209999999	-0.1290273
814	Deptford Market	51.4808295	-0.0261592
815	Royal Air Force Memorial	51.5031791	-0.123606
816	Broadgate Ice Rink	51.5203153	-0.0817816
817	The Drayton Arms Theatre	51.4906604	-0.1835867
818	Sambrook's Brewery	51.469952	-0.175965
819	Chapel Street Market	51.5334722	-0.1093275
820	Mary Seacole Statue	51.49827029999999	-0.1191927
821	Battersea Flower Station	51.4714579	-0.170828
822	St. Mary Woolnoth Church	51.5127659	-0.0883355
823	Tachbrook Market	51.49212730000001	-0.1389381
824	The Redchurch Brewery	51.5303561	-0.0568928
826	Highgate Bathing Pond	51.5608421	-0.1631376
827	Langham Place	51.5073509	-0.1277583
828	Grosvenor Casino Gloucester Road London	51.49350829999999	-0.1834346
829	Troxy	51.5125445	-0.0397008
830	Brooks Farm	51.5704265	-0.0107657
831	David Lloyd George Statue	51.5005396	-0.1275137
832	Burlington House	51.5092548	-0.1397032
833	Lights of Soho	51.5119236	-0.1345904
834	UBREW	51.4975014	-0.0703113
835	Tower Hill Pageant	51.5091228	-0.08295659999999999
836	St George the Martyr	51.50129769999999	-0.092647
837	Cine Lumiere	51.5073509	-0.1277583
838	Grays Antique Centre	51.51358099999999	-0.148533
839	The Bloomsbury Theatre	51.5249996	-0.1326214
840	The Shaw Theatre	51.5286942	-0.1281828
841	Admiral Jellicoe Memorial Fountain	51.508039	-0.128069
842	Parasol unit foundation for contemporary art	51.53026449999999	-0.0948767
843	Visite Londres	51.5073509	-0.1277583
844	Primrose Hill Market	51.5417103	-0.1626545
845	Brunei Gallery	51.52235	-0.129259
846	Lauderdale House	51.569267	-0.143254
847	SugarSin Candy Store	51.5126973	-0.1208214
848	Strand Lane 'Roman' Bath, London	51.5116863	-0.1155698
849	Brent Reservoir (Welsh Harp) Canalside	51.5634856	-0.2544373
850	Iris Theatre	51.511198	-0.1248212
851	Lewisham Market	51.45791999999999	-0.013148
852	Gate Picturehouse	51.50872330000001	-0.1972699
853	The Clockmakers' Museum	51.51449179999999	-0.05504949999999999
854	Gunnersbury Park and Museum	51.4978968	-0.2925109
855	Brixton Brewery	51.4635869	-0.1091997
856	One Tree Hill Local Nature Reserve	51.4498706	-0.04671819999999999
857	Battersea Bridge	51.4801245	-0.1715987
858	The Wiener Library	51.5224013	-0.128507
859	South Norwood Lake and Grounds	51.4096106	-0.07492109999999999
860	Taste of London	51.5225576	-0.1554254
861	The Queen Square Park and Garden	51.5212376	-0.1225124
862	South London Gallery	51.4742456	-0.07964299999999999
863	St. Mary Abchurch	51.5115478	-0.08854189999999999
864	Shadwell Basin	51.5074576	-0.0666776
865	Benjamin Disraeli Statue	51.5005396	-0.1275137
866	Northcote Road Antiques Market	51.4553209	-0.1645219
867	London Sri Murugan Temple	51.5481024	0.05619119999999999
868	Dean's Yard	51.5175276	-0.1456193
869	ICA Cinema	51.50464849999999	-0.1338731
870	Golden Boy of Pye Corner	51.51740600000001	-0.1031008
871	Allies Statue - Franklin D. Roosevelt and Winston Churchill	51.5503181	0.0041229
872	Tin Pan Alley	51.5154796	-0.1289934
873	Three Mills and Queen Elizabeth Olympic Park	51.5273218	-0.005727299999999999
874	Thames River Police Museum	51.50313389999999	-0.0586096
875	Vallebona	51.4368743	-0.1919133
876	St. Michael's Cornhill	51.513197	-0.0854838
877	Field Marshal William Slim Statue	51.50468679999999	-0.1264517
878	The Sportsman Casino	51.5140435	-0.1572565
879	Portcullis House	51.50126789999999	-0.1248698
880	Matchroom Stadium	51.5601908	-0.0127137
881	The London Improv Theatre	51.5461831	-0.1784606
882	Brunswick Square Gardens	51.5242289	-0.1226079
883	Pentameters Theatre	51.5558821	-0.1786867
884	Herne Hill Market	51.4565761	-0.1060062
885	The Banqueting House	51.5036303	-0.1262381
886	Granary Square Kings Cross	51.5351784	-0.1251453
887	The Guards' Chapel	51.4993725	-0.1369822
888	Britain's Smallest Police Station	51.508039	-0.128069
889	Lee Valley Ice Centre	51.5654999	-0.0378659
890	Savoy Tup	51.51097310000001	-0.1193767
891	American Memorial Chapel	51.5138453	-0.0983506
892	St. James' Square	51.5080945	-0.1347569
893	St. Sepulchre Without Newgate Church	51.5166347	-0.1021814
894	St. George's Gardens	51.5255377	-0.122468
895	Genting Casino Cromwell Mint	51.4951042	-0.177901
896	Ferny Hill Farm	51.6667509	-0.1486934
897	One Hyde Park	51.5020035	-0.1613919
898	Old Bloomsbury	51.5174882	-0.119984
899	Nespresso Boutique	51.5100947	-0.1356949
900	Hanwell Lock Flight Canalside	51.5053811	-0.3421868
901	Brook Green Market and Kitchen	51.4998161	-0.2191722
902	St Botolph's Aldgate	51.5138557	-0.075803
903	Merton Abbey Mills	51.4129559	-0.1831426
904	Statue of Charles James Napier	51.508039	-0.128069
905	Marylebone Station	51.5226285	-0.1631329
906	The Pet Cemetery of Hyde Park	51.5072682	-0.1657303
907	Metropolitan Police Historical Collection	51.4867176	-0.1984043
908	Lee Valley Athletics Centre	51.6307482	-0.0374138
909	Saint Peter's Italian Church	51.5223119	-0.1091807
910	Brockley Brewery Company	51.4620992	-0.036367
911	Statue of Captain James Cook	51.5067898	-0.1286584
912	Farm Street	51.5099404	-0.1491661
913	Crystal Palace Antique and Modern Warehouse	51.4201158	-0.0796648
914	Well Hall Pleasaunce	51.45608199999999	0.0493999
915	New Shepherd's Bush Market	51.5022536	-0.2266769
916	Now Gallery	51.50031329999999	0.004967399999999999
917	Vintners' Hall	51.5107963	-0.09377289999999999
918	Cavendish Square Gardens	51.5161831	-0.1444203
919	Design Centre	51.4783115	-0.1814348
920	Richmond Green	51.46472840000001	-0.2686998
921	Venn Street Market	51.4625169	-0.1381981
922	St Sophia's Cathedral	51.512415	-0.191416
923	Church Street	51.52297770000001	-0.1708939
924	The Parish Church of St John-at-Hampstead	51.5554638	-0.1815408
925	The London Library	51.5074084	-0.1365908
926	Tower of London Ice Rink & Eis Haus Ice bar.	51.50811239999999	-0.0759493
927	Seven Sisters Indoor Market	51.5830889	-0.0727727
928	Myatt's Fields Park	51.4726617	-0.1054387
929	St. Michael Paternoster Royal Church	51.5111527	-0.0920371
930	Jan Smuts Statue	51.5005396	-0.1275137
931	Gipsy Hill Brewery	51.428331	-0.08936250000000001
932	Canada House	51.5105977	-0.129599
933	St Mary's Church, Putney	51.4657367	-0.2136814
934	St John's Waterloo	51.5043282	-0.1125456
935	General Charles George Gordon statue	51.50802119999999	-0.1223785
936	Victoria	51.4974948	-0.1356583
937	British Boot Company	51.53958069999999	-0.142528
938	St. Margaret Lothbury Church	51.5147302	-0.0891206
939	Billingsgate	51.5090486	-0.0840061
940	The Bunker Theatre	51.5046751	-0.0944999
941	Red Cross Cottages & Garden	51.50303299999999	-0.094682
942	Bernie Grants Arts Centre	51.587429	-0.07278100000000001
943	Lee Valley Hockey and Tennis Centre	51.55292619999999	-0.0156376
944	Palm Beach Casino	51.5085989	-0.1439395
945	Colab Factory	51.5004716	-0.0892583
946	Ruskin Park	51.46517	-0.0944626
947	West Hampstead Farmers' Market	51.5474871	-0.191221
948	Old Vic Tunnels	51.4809901	-0.268268
949	Galeria Melissa	51.5121295	-0.1239308
950	Farthing Downs	51.3086195	-0.1330716
951	Tooley Street	51.5073509	-0.1277583
952	Hodge the Cat	51.5150571	-0.1081787
953	Bow Church	51.5284182	-0.0175849
954	HTB Onslow Square	51.49218699999999	-0.1747368
955	Trinity Square Gardens	51.51062	-0.07479
956	Oasis Sports Centre	51.5157225	-0.1257426
957	King's College London Chapel	51.5114864	-0.115997
958	Haggerston Park	51.5337171	-0.0659635
959	Lammas Park	51.50295930000001	-0.3116298
960	Whitechapel Road	51.5073509	-0.1277583
961	Portland Place	51.5073509	-0.1277583
962	Bow Street	51.5073509	-0.1277583
963	Howard Griffin Gallery	51.52404809999999	-0.0774897
964	Society of Antiquaries of London	51.5089975	-0.1394447
965	Henry John Temple Statue	51.5005396	-0.1275137
966	The Russian Orthodox Church	51.5006377	-0.1691503
967	Imperial College Sports Centre	51.5001573	-0.1734206
968	Snap Galleries London	51.5080789	-0.1391386
969	Queen's Chapel	51.5045855	-0.1378269
970	Cavendish Square	51.5170123	-0.144109
971	Maughan Library	51.5114864	-0.115997
972	River Lee Navigation	51.643562	-0.0295428
973	St. Giles Cripplegate	51.5162934	-0.0940806
974	Tara Arts	51.4422311	-0.1883832
975	BDA Dental Museum	51.518539	-0.148553
976	New River Walk	51.5424447	-0.09665950000000001
977	West12 Shopping Centre	51.5035374	-0.2191734
978	Neal Street	51.5073509	-0.1277583
979	Stern Pissarro Gallery	51.5060762	-0.1391991
980	Mount Street Gardens	51.5085327	-0.1513101
981	Wimbledon Library	51.42223569999999	-0.208387
982	The Questors Theatre	51.51156169999999	-0.3095093
983	Gate Theatre	51.5095518	-0.1975202
984	The Church of St Vedast Alias Foster	51.5149888	-0.09628579999999999
985	Iraq and Afghanistan Memorial	51.5101078	-0.1174064
986	Belmont Children's Farm	51.621507	-0.231828
987	Islington Green	51.5416351	-0.1021327
988	St. Dunstan's Church	51.5192194	-0.04666
989	Tate Boat	51.4910621	-0.1277886
990	Oval Farmers' Market	51.4814121	-0.1119351
991	The House of Dreams, Stephen Wright	51.4599422	-0.0793434
992	Ridley Road Shopping Village	51.5480621	-0.07156989999999999
993	Empire Casino	51.510952	-0.1305173
994	Emmeline and Christabel Pankhurst Memorial	51.4969444	-0.125
995	Plaza Premium Lounge T5 Departures	51.4710933	-0.4877171
996	11 September 2001 Memorial Gardens	51.5115144	-0.1499934
997	Highams Park	51.6049712	-0.0150036
998	Church of St. Martin-within-Ludgate	51.51407099999999	-0.1020114
999	Marx Memorial Library	51.5229739	-0.1056922
1000	Fine Art Society	51.5113164	-0.1437397
1001	July 7 Memorial (London Bombing Memorial)	51.5055489	-0.15152
1002	Carlton House Terrace	51.50464849999999	-0.1338731
1003	The British Vintage Wireless and Television Museum	51.4334538	-0.093029
1004	Southbank Mosaics	51.504547	-0.112088
1005	Tibetan Peace Garden	51.4961429	-0.1046993
1006	William Tyndale Statue	51.50556030000001	-0.1245557
1007	Major General Sir Henry Havelock Statue	51.508039	-0.128069
1008	Tristan Bates Theatre	51.5131227	-0.1281589
1009	Bedford Square	51.5186033	-0.1296322
1010	Shoreditch Town Hall	51.5269324	-0.07913919999999999
1011	New Diorama Theatre	51.5249397	-0.1421559
1012	Westway Sports & Fitness Centre	51.5161771	-0.2189864
1013	Union Theatre	51.503279	-0.101807
1014	Russel Square Station	51.5230129	-0.1245902
1015	Chindit Memorial	51.5028758	-0.1242439
1016	Gillespie Park Nature Reserve and Islington Ecology	51.5580886	-0.1067109
1017	Newton Monument	51.5299658	-0.1276734
1018	The Place	51.527182	-0.129092
1019	Skylark Galleries	51.50760589999999	-0.1099282
1020	Ronald Reagan Statue	51.4825655	-0.1322369
1021	The Goldsmiths Company	51.5157113	-0.0959423
1022	Statue of George V	51.4983821	-0.125758
1023	Omnibus Theatre	51.46364999999999	-0.142405
1024	Champion Hill	51.4626199	-0.0827126
1025	Cheyne Walk	51.5073509	-0.1277583
1026	Museum of Comedy	51.517615	-0.1248461
1027	Gunnersbury Triangle	51.4983646	-0.2741247
1028	Bold Tendencies	51.4708449	-0.067463
1029	British Optical Association Museum	51.5078207	-0.1253125
1030	Young Dancer	51.5139315	-0.1219893
1031	L.C.C. Fire Brigade Station Euston 1902	51.5276478	-0.1308006
1032	Store Studios	51.5122712	-0.1149584
1033	The CLF Art Cafe	51.4698162	-0.0681097
1034	Whiteleys	51.51502079999999	-0.1885997
1035	Islington Museum	51.5263786	-0.1045351
1036	Haunch of Venison	51.5135362	-0.1467417
1037	The Food Market Chiswick	51.48097869999999	-0.2567865
1038	Grosvenor Casino Barracuda, London	51.51647089999999	-0.1551744
1039	London New Cavendish Street	51.5196848	-0.1452281
1040	Central Saint Giles	51.5160322	-0.1271091
1041	Players' Theatre	51.50803699999999	-0.124207
1042	Zabludowicz Collection	51.546038	-0.1532714
1043	Prince Albert Equestrian Statue	51.5177348	-0.1080163
1044	Markfield Beam Engine Museum	51.5827189	-0.0638198
1045	Kensington Leisure Centre	51.5138889	-0.2145673
1046	Tottenham Green Market	51.5873037	-0.0721425
1047	St Ethelburga's	51.515431	-0.0817687
1048	Proud Galleries	51.5093471	-0.1229297
1049	Downing Street	51.503192	-0.1267431
1050	Forge Music and Arts Venue	51.53694669999999	-0.1416608
1051	Cervantes Theatre	51.503279	-0.101807
1052	Mare Street	51.5407734	-0.0548095
1053	Hang-Up Gallery	51.5537784	-0.0750687
1054	Saint Saviour Pimlico	51.48844769999999	-0.1352779
1055	St Andrew Holborn	51.5170227	-0.1067911
1056	Brockwell Park	51.4487147	-0.1016388
1057	West London Synagogue	51.515451	-0.1616306
1058	Upper and Lower Grosvenor Gardens	51.49783559999999	-0.1461973
1059	Raven Row	51.5181243	-0.0767963
1060	Battersea Sports Centre	51.4647765	-0.1790288
1061	The Memorial to the Brigade of Gurkhas	51.5049482	-0.1243645
1062	The Brunel Museum at Rotherhithe	51.501375	-0.05229909999999999
1063	Boma Garden Centre Ltd	51.5494085	-0.1373598
1064	Chelsea Embankment Gardens	51.48411979999999	-0.1609723
1065	Fishmongers' Hall	51.509354	-0.087622
1066	Canopy Market	51.5360097	-0.123455
1067	Gladstone Park	51.560443	-0.2357175
1068	Oliver Cromwell Statue	51.4994796	-0.1248094
1069	The Horse Hospital	51.5230468	-0.1235118
1070	Joy of Life Fountain	51.5072682	-0.1657303
1071	Bernard Montgomery Statue	51.5073509	-0.1277583
1072	Graffiti in Shoreditch	51.52849	-0.084728
1073	College of Arms	51.5122355	-0.0986283
1074	Honor Oak Park	51.4494464	-0.04326899999999999
1075	The Church Of The Holy Cross	51.5276151	-0.1233492
1076	St Mark's Regent Park	51.5378401	-0.152331
1077	StolenSpace Gallery	51.5164643	-0.0702312
1078	Pump House Gallery	51.4791075	-0.1564981
1079	Gatehouse Theatre	51.57140769999999	-0.1500475
1080	Pymmes Park	51.6190125	-0.0691258
1081	Golden Square	51.5120431	-0.1396347
1082	Marc Bolan's Rock Shrine	51.4648109	-0.2369063
1083	Coronation Gardens	51.5600544	-0.0133434
1084	Tarn Bird Sanctuary	51.44141459999999	0.0514426
1085	Crockfords	51.506442	-0.1490758
1086	St. Olaf Statue	51.5076104	-0.129983
1087	Pace Gallery	51.5098117	-0.1401696
1088	Photofusion	51.4616908	-0.1140335
1089	Noor Inayat Khan Statue	51.5244624	-0.130413
1090	Millbank Tower	51.492356	-0.125933
1091	Coulsdon Common	51.29787719999999	-0.1078177
1092	UCL Art Museum	51.524735	-0.1335569
1093	Chrisp Street Market	51.5114048	-0.0137806
1094	Trades Union Congress Building	51.5176022	-0.1285749
1095	John Snow Saloon	51.5134292	-0.1364109
1096	Anaesthesia Heritage Centre	51.51943559999999	-0.145126
